FullName,Party,Constituency,Term
Papathemelis Stylianos - Angelos ,INDEPENDENT,Thessaloniki A,11
Papoutsis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,11
Pappas Vasileios Nikolaou,NEA DIMOKRATIA,Halkidiki,11
Paraskevas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,11
Pavlidis Aristotelis ,NEA DIMOKRATIA,Dodecanese Islands,11
Pavlopoulos Prokopios ,NEA DIMOKRATIA,Athens A,11
Perlepe - Sifounaki Aikaterini ,PA.SO.K. (Panhellenic Socialist Movement),Evia,11
Petralia - Palli Fani Epameinonda,NEA DIMOKRATIA,Athens B,11
Petsalnikos Philippos ,PA.SO.K. (Panhellenic Socialist Movement),Kastoria,11
Pipergias Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Evia,11
Pittas Ioannis ,NEA DIMOKRATIA,Chios,11
Plakiotakis Ioannis ,NEA DIMOKRATIA,Lasithi,11
Polydoras Vyron ,NEA DIMOKRATIA,Athens B,11
Polyzos Evangelos ,NEA DIMOKRATIA,Pieria,11
Protopapas Christos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,11
Rapti Anastasia - Sylvana Spyridona,PA.SO.K. (Panhellenic Socialist Movement),Athens A,11
Rapti Eleni ,NEA DIMOKRATIA,Thessaloniki A,11
Regkouzas Adam Panagioti,NEA DIMOKRATIA,Thessaloniki B,11
Reppas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,11
Rigas Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,11
Rousopoulos Theodoros ,NEA DIMOKRATIA,State,11
Rovlias Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,11
Salagiannis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,11
Salagkoudis Georgios ,NEA DIMOKRATIA,Thessaloniki B,11
Salmas Marios ,NEA DIMOKRATIA,Aitoloαkarnania,11
Sampaziotis Dimitris ,NEA DIMOKRATIA,Messinia,11
Sgouridis Panagiotis Sgouri,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,11
Sidiropoulos Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,11
Simitis Kostas Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,11
Sioufas Dimitrios ,NEA DIMOKRATIA,Karditsa,11
Skandalakis Panagiotis Nikolaou,NEA DIMOKRATIA,Lakonia,11
Skopelitis Stavros ,KOMMOUNISTIKO KOMMA ELLADAS,Lesvos,11
Skoulakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Chania,11
Skoulas Ioannis Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,11
Skrekas Theodoros ,NEA DIMOKRATIA,Trikala,11
Skyllakos Antonios ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,11
Souflias Georgios ,NEA DIMOKRATIA,State,11
Sourlas Georgios Ioanni,NEA DIMOKRATIA,Magnesia,11
Spiliopoulos Anastasios ,NEA DIMOKRATIA,Thessaloniki A,11
Spiliopoulos Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,11
Spiliotopoulos Aristovoulos (Aris) ,NEA DIMOKRATIA,Athens B,11
Spiliotopoulos Spilios ,NEA DIMOKRATIA,Achaia,11
Stathakis Aristotelis (Aris) Panteli,NEA DIMOKRATIA,Athens B,11
Stavrogiannis Nikolaos ,NEA DIMOKRATIA,Fthiotida,11
Stavrou Apostolos Evangelou,NEA DIMOKRATIA,Of Attica (rest),11
Stratakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,11
Stylianidis Evripidis ,NEA DIMOKRATIA,Rodopi,11
Taliadouros Spyridon ,NEA DIMOKRATIA,Karditsa,11
Tassoulas Constantine An.,NEA DIMOKRATIA,Ioannina,11
Tatoulis Petros Panagioti,NEA DIMOKRATIA,Arcadia,11
Thalassinos Thalassinos Petrou,NEA DIMOKRATIA,Samos,11
Thoma Maria ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,11
Togias Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Viotia,11
Tragakis Ioannis ,NEA DIMOKRATIA,Piraeus B,11
Tsaklidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Kavala,11
Tsalidis Filippos ,NEA DIMOKRATIA,Xanthi,11
Tsantoulas Dimitrios ,NEA DIMOKRATIA,Preveza,11
Tsiamakis Dimosthenis ,NEA DIMOKRATIA,Evrytania,11
Tsiaras Konstantinos ,NEA DIMOKRATIA,Karditsa,11
Tsiartsionis Nikolaos Georgiou,NEA DIMOKRATIA,Kozani,11
Tsiogkas Dimitrios Vasileiou,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,11
Tsiokas Theocharis (Charis) ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,11
Tsiplakis Konstantinos ,NEA DIMOKRATIA,Serres,11
Tsitouridis Savvas Kyriakou,NEA DIMOKRATIA,Kilkis,11
Tsochatzopoulos Apostolos - Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,11
Tsouras Athanasios ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,11
Tsouri Elpida ,PA.SO.K. (Panhellenic Socialist Movement),Chios,11
Tzakri Theodora E.,PA.SO.K. (Panhellenic Socialist Movement),Pella,11
Tzamtzis Iordanis (Danis) ,NEA DIMOKRATIA,Pella,11
Tzannetakis Tzannis ,NEA DIMOKRATIA,Athens B,11
Tzekis Angelos ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki B,11
Tzimas Margaritis ,NEA DIMOKRATIA,Drama,11
Tzoumakas Stefanos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,11
Vagionas Georgios ,NEA DIMOKRATIA,Halkidiki,11
Valinakis Ioanis Georgiou,NEA DIMOKRATIA,State,11
Varvarigos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Zakynthos,11
Varvitsiotis Miltiadis ,NEA DIMOKRATIA,Athens B,11
Vasileiou Georgios ,NEA DIMOKRATIA,Piraeus B,11
Vasileiou Theofilos ,NEA DIMOKRATIA,Achaia,11
Venizelos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,11
Verelis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,11
Verginis Xenofon ,NEA DIMOKRATIA,Lefkada,11
Verras Miltiadis Ilia,PA.SO.K. (Panhellenic Socialist Movement),Achaia,11
Vlachos Georgios ,NEA DIMOKRATIA,Of Attica (rest),11
Vlatis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,11
Voulgarakis Georgios ,NEA DIMOKRATIA,Athens A,11
Voultepsi Sofia ,NEA DIMOKRATIA,Athens B,11
Vrettos Konstantinos (Ntinos) ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),11
Vrettou Agathi (Roza) ,PA.SO.K. (Panhellenic Socialist Movement),State,11
Xirotyri - Aikaterinari Asimina ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,11
Zagoritis Eleftherios (Lefteris) Gerasimou,NEA DIMOKRATIA,Athens B,11
Zisi Rodoula ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,11
Zois Christos ,NEA DIMOKRATIA,Larissa,11
Adraktas Panagiotis ,NEA DIMOKRATIA,Ileia,12
Agorastos Konstantinos ,NEA DIMOKRATIA,Larissa,12
Aidonis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Drama,12
Aivaliotis Konstantinos ,LA.O.S.,Athens B,12
Alavanos Alexandros Nikolaou,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Iraklio,12
Alevras Athanasios (Nasos) ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,12
Alogoskoufis Georgios Spyridon,NEA DIMOKRATIA,Athens A,12
Alysandrakis Konstantinos ,KOMMOUNISTIKO KOMMA ELLADAS,Ioannina,12
Ammanatidou - (Paschalidou) Evangelia (Litsa) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki B,12
Amoiridis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Pieria,12
Anagnostopoulos Georgios Theodorou,NEA DIMOKRATIA,Karditsa,12
Andriopoulou Sofia ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,12
Androulakis Dimitrios (Mimis) ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Antoniou Antonia (Tonia) Nikolaos,PA.SO.K. (Panhellenic Socialist Movement),Fthiotida,12
Apostolaki Eleni-Maria (Milena) ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Apostolakos Grigorios ,NEA DIMOKRATIA,Lakonia,12
Apostolatos Vaitsis ,LA.O.S.,Piraeus A,12
Arapoglou Chrysi ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,12
Arapoglou Dimitra ,LA.O.S.,Piraeus B,12
Argyris Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,12
Athanasiadis Alexandros ,PA.SO.K. (Panhellenic Socialist Movement),Kozani,12
Avgenakis Eleftherios ,NEA DIMOKRATIA,Iraklio,12
Avramopoulos Dimitrios ,NEA DIMOKRATIA,Athens A,12
Bakoyannis Theodora (Dora) ,NEA DIMOKRATIA,Athens A,12
Banias Ioannis Vasileiou,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,12
Bantouvas Konstantinos Konstantinou,NEA DIMOKRATIA,Iraklio,12
Basiakos Evangelos ,NEA DIMOKRATIA,Viotia,12
Beglitis Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Korinthia,12
Bekiris Michail ,NEA DIMOKRATIA,Achaia,12
Benaki - Psarouda Anna Evangelou,NEA DIMOKRATIA,Athens A,12
Beriatos Ilias Tilemachou,PA.SO.K. (Panhellenic Socialist Movement),State,12
Bezas Antonios ,NEA DIMOKRATIA,Thesprotia,12
Bolaris Markos ,PA.SO.K. (Panhellenic Socialist Movement),Serres,12
Bougas Ioannis Dimitriou,NEA DIMOKRATIA,Fokida,12
Bouras Athanasios ,NEA DIMOKRATIA,Of Attica (rest),12
Bouzali Paraskevi Vasileiou,NEA DIMOKRATIA,Kastoria,12
Chaidos Christos ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,12
Chalkidis Michail ,NEA DIMOKRATIA,Imathia,12
Chalvatzis Spyridon ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,12
Charakopoulos Maximos ,NEA DIMOKRATIA,Larissa,12
Charalampous Charalampos ,KOMMOUNISTIKO KOMMA ELLADAS,Corfu,12
Chatzi Osman Achmet ,PA.SO.K. (Panhellenic Socialist Movement),Rodopi,12
Chatzidakis Konstantinos (Kostis) ,NEA DIMOKRATIA,Athens B,12
Chatzigakis Sotirios ,NEA DIMOKRATIA,Trikala,12
Chinofotis Panagiotis ,NEA DIMOKRATIA,State,12
Christofilogiannis Dimitrios Vasileiou,NEA DIMOKRATIA,Kavala,12
Christofilopoulou Paraskevi (Evi) ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),12
Chrysochoidis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Chytiris Tilemachos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Dailakis Stavros ,NEA DIMOKRATIA,Drama,12
Damanaki Maria Theodorou,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Dendias Nikolaos - Georgios ,NEA DIMOKRATIA,Corfu,12
Dermentzopoulos Alexandros ,NEA DIMOKRATIA,Evros,12
Diamantidis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,12
Diamantopoulou Anna ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,12
Dimaras Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Doukas Petros Georgiou,NEA DIMOKRATIA,Of Attica (rest),12
Dragasakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,12
Dragona Thaleia Ioanni,PA.SO.K. (Panhellenic Socialist Movement),State,12
Dritsas Theodoros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus A,12
Drivelegkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,12
Efthymiou Petros ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Evert Miltiadis ,NEA DIMOKRATIA,State,12
Exarchos Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,12
Filini Anna Konstantinou,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,12
Floridis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Kilkis,12
Folias Christos Sotiriou,NEA DIMOKRATIA,Grevena,12
Fotiadis Ilias ,NEA DIMOKRATIA,Imathia,12
Fountoukidou - Theodoridou Parthena ,NEA DIMOKRATIA,Pella,12
Geitonas Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Georgiadis Spyridon - Adonis ,LA.O.S.,Athens B,12
Georgiou Georgios Stergiou,LA.O.S.,Athens A,12
Geranidis Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,12
Gerontopoulos Kyriakos ,NEA DIMOKRATIA,Evros,12
Giakoumatos Gerasimos ,NEA DIMOKRATIA,Athens B,12
Giannaka Sofia ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,12
Giannakis Michail ,NEA DIMOKRATIA,Viotia,12
Giannellis - Theodosiadis Ioannis ,NEA DIMOKRATIA,Lesvos,12
Giannopoulos Athanasios ,NEA DIMOKRATIA,Fthiotida,12
Gkatzis Nikolaos Filippou,KOMMOUNISTIKO KOMMA ELLADAS,Magnesia,12
Gkerekou Angeliki ,PA.SO.K. (Panhellenic Socialist Movement),Corfu,12
Gkiokas Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Of Attica (rest),12
Gkioulekas Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,12
Grigorakos Leonidas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,12
Ioannidis Ioannis ,NEA DIMOKRATIA,Thessaloniki A,12
Kafantari Efthalia (Lila) Ilia,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,12
Kaili Evdoxia-Eva ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,12
Kaklamanis Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Kalafatis Stavros Athanasios,NEA DIMOKRATIA,Thessaloniki A,12
Kalantidou Sofia ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki A,12
Kalantzakou Sofia ,NEA DIMOKRATIA,Messinia,12
Kalantzis Georgios ,NEA DIMOKRATIA,Kavala,12
Kallioras Ilias ,NEA DIMOKRATIA,Fthiotida,12
Kalogiannis Stavros ,NEA DIMOKRATIA,Ioannina,12
Kammenos Panagiotis (Panos) ,NEA DIMOKRATIA,Athens B,12
Kanelli Garyfallia (Liana) ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,12
Kanellopoulou Krinio ,NEA DIMOKRATIA,Ileia,12
Kantartzis Achilleas ,KOMMOUNISTIKO KOMMA ELLADAS,Trikala,12
Kanteres Nikolaos ,NEA DIMOKRATIA,Of Attica (rest),12
Karamanlis Achillefs Georgiou,NEA DIMOKRATIA,Serres,12
Karamanlis Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,12
Karamarios Anastasios Emmanouil,NEA DIMOKRATIA,Dodecanese Islands,12
Karanikas Ilias ,PA.SO.K. (Panhellenic Socialist Movement),Evrytania,12
Karaoglou Theodoros ,NEA DIMOKRATIA,Thessaloniki B,12
Karasmanis Georgios ,NEA DIMOKRATIA,Pella,12
Karathanasopoulos Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Achaia,12
Karatzaferis Georgios ,LA.O.S.,Thessaloniki A,12
Karchimakis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Lasithi,12
Karipidis Anastasios ,NEA DIMOKRATIA,Serres,12
karpouzas Antonios Evangelou,NEA DIMOKRATIA,Pieria,12
Kartalis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Magnesia,12
Kasapidis Georgios ,NEA DIMOKRATIA,Kozani,12
Kasimis Theodoros Panagioti,NEA DIMOKRATIA,Athens B,12
Kastanidis Charalampos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,12
Katrinis Michail ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,12
Katseli Loukia-Tarsitsa (Louka) ,PA.SO.K. (Panhellenic Socialist Movement),State,12
Katsifaras Apostolos ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,12
Kazakos Konstantinos ,KOMMOUNISTIKO KOMMA ELLADAS,State,12
Kedikoglou Symeon (Simos) ,NEA DIMOKRATIA,Evia,12
Kefalogianni Olga ,NEA DIMOKRATIA,Rethymno,12
Kefalogiannis Emmanouil ,NEA DIMOKRATIA,Iraklio,12
Kegkeroglou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,12
Keletsis Stavros ,NEA DIMOKRATIA,Evros,12
Kiltidis Konstantinos ,NEA DIMOKRATIA,Kilkis,12
Kollias Konstantinos Taxiarchou,NEA DIMOKRATIA,Korinthia,12
Kollia-Tsaroucha Maria ,NEA DIMOKRATIA,Serres,12
Konstantinidis Efstathios ,NEA DIMOKRATIA,Florina,12
Konstantopoulos Georgios ,NEA DIMOKRATIA,Pieria,12
Kontogiannis Georgios ,NEA DIMOKRATIA,Ileia,12
Kontos Alexandros ,NEA DIMOKRATIA,Xanthi,12
Korka - Konsta Athina ,NEA DIMOKRATIA,Korinthia,12
Korovesis Periklis - Ilias ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,12
Kosmidis Ioannis Georgiou,NEA DIMOKRATIA,Chios,12
Koukodimos Konstantinos ,NEA DIMOKRATIA,Pieria,12
Kourakis Anastasios (Tasos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,12
Kouselas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Messinia,12
Koutmeridis Efstathios ,PA.SO.K. (Panhellenic Socialist Movement),Serres,12
Koutsoukos Giannis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,12
Koutsoumpas Andreas ,NEA DIMOKRATIA,Viotia,12
Kouvelis Fotios - Fanourios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,12
Kouvelis Spyridon ,PA.SO.K. (Panhellenic Socialist Movement),State,12
Kranias Dimitrios Ilia,NEA DIMOKRATIA,Argolida,12
Lafazanis Panagiotis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,12
Lampiris Ilias Evangelou,PA.SO.K. (Panhellenic Socialist Movement),Rethymno,12
Lampropoulos Ioannis ,NEA DIMOKRATIA,Messinia,12
Legkas Nikolaos ,NEA DIMOKRATIA,Trikala,12
Leontaridis Theofilos ,NEA DIMOKRATIA,Serres,12
Leventis Athanasios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Of Attica (rest),12
Lianis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Florina,12
Liapis Michalis - Giorgos Konstantinou,NEA DIMOKRATIA,Athens B,12
Liaskos Anastasios Ioanni,NEA DIMOKRATIA,Evia,12
Lintzeris Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,12
Livanos Spyridonas-Panagiotis (Spilios) D,NEA DIMOKRATIA,Aitoloαkarnania,12
Loverdos Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Lykourentzos Andreas ,NEA DIMOKRATIA,Arcadia,12
Magkriotis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,12
Makrypidis Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,12
Manginas Vasileios Nikolaou,NEA DIMOKRATIA,Aitoloαkarnania,12
Maniatis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Argolida,12
Manolakou Diamanto ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus A,12
Manousou - Binopoulou Ariadni ,NEA DIMOKRATIA,Cyclades,12
Mantatzi Tsetin ,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,12
Marinos Georgios V,KOMMOUNISTIKO KOMMA ELLADAS,Evia,12
Markogiannakis Christos ,NEA DIMOKRATIA,Chania,12
Markopoulos Konstantinos ,NEA DIMOKRATIA,Evia,12
Mavrikos Georgios ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,12
Meimarakis Evangelos - Vasileios ,NEA DIMOKRATIA,Athens B,12
Mela Panagiota-Eva Pavlou,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,12
Melas Panagiotis ,NEA DIMOKRATIA,Piraeus A,12
Merentiti Athanasia (Soula) ,PA.SO.K. (Panhellenic Socialist Movement),Trikala,12
Michaloliakos Vasileios Ioanni,NEA DIMOKRATIA,Piraeus A,12
Mitsotakis Kyriakos ,NEA DIMOKRATIA,Athens B,12
Moraitis Athanasios (Thanos) ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,12
Moraitis Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Aitoloαkarnania,12
Nakos Athanasios ,NEA DIMOKRATIA,Magnesia,12
Nasiokas Ektoras ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,12
Nerantzis Anastasios ,NEA DIMOKRATIA,Piraeus B,12
Nikiforakis Stylianos Georgiou,NEA DIMOKRATIA,Chania,12
Nikitiadis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,12
Nikolaidou Varvara (Vera) ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus B,12
Niotis Grigorios ,PA.SO.K. (Panhellenic Socialist Movement),Piraeus B,12
Ntinopoulos Argyris ,NEA DIMOKRATIA,Athens B,12
Ntolios Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Evros,12
Oikonomou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),12
Orfanos Georgios ,NEA DIMOKRATIA,Thessaloniki A,12
Pagkalos Theodoros ,PA.SO.K. (Panhellenic Socialist Movement),Of Attica (rest),12
Panagiotopoulos Nikolaos ,NEA DIMOKRATIA,Kavala,12
Panagiotopoulos Panagiotis (Panos) Panagioti,NEA DIMOKRATIA,Athens B,12
Pantoulas Michail ,PA.SO.K. (Panhellenic Socialist Movement),Ioannina,12
Papachristos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Preveza,12
Papadimatos Nikolaos Panagioti,NEA DIMOKRATIA,Achaia,12
Papadimitriou Elisavet (Elsa) ,NEA DIMOKRATIA,Argolida,12
Papadopoulos Alexandros (Alekos) Konstantinou,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Papadopoulos Michalis ,NEA DIMOKRATIA,Kozani,12
Papageorgiou Georgios Ioanni,PA.SO.K. (Panhellenic Socialist Movement),Evia,12
Papageorgiou Georgios Ioanni,NEA DIMOKRATIA,Arta,12
Papakosta - Sidiropoulou Aikaterini ,NEA DIMOKRATIA,Athens B,12
Papaligouras Anastasios - Petros Panagioti,NEA DIMOKRATIA,Korinthia,12
Papandreou Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,12
Papandreou Vasiliki (Vaso) ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Papariga Alexandra ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,12
Papasiozos Konstantinos ,NEA DIMOKRATIA,Arta,12
Papathanasiou Giannis ,NEA DIMOKRATIA,Athens B,12
Papoutsis Christos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,12
Pappas Vasileios Nikolaou,NEA DIMOKRATIA,Halkidiki,12
Parisis Alexandros Panagi,NEA DIMOKRATIA,Kefallonia,12
Patrianakou Fevronia ,NEA DIMOKRATIA,State,12
Pavlidis Aristotelis ,NEA DIMOKRATIA,Dodecanese Islands,12
Pavlopoulos Prokopios ,NEA DIMOKRATIA,Athens A,12
Perlepe - Sifounaki Aikaterini ,PA.SO.K. (Panhellenic Socialist Movement),Evia,12
Petalotis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Rodopi,12
Petralia - Palli Fani Epameinonda,NEA DIMOKRATIA,Athens B,12
Petsalnikos Philippos ,PA.SO.K. (Panhellenic Socialist Movement),Kastoria,12
Pipili Foteini ,NEA DIMOKRATIA,Athens A,12
Plakiotakis Ioannis ,NEA DIMOKRATIA,Lasithi,12
Polatidis Ilias ,LA.O.S.,Serres,12
Polydoras Vyron ,NEA DIMOKRATIA,Athens B,12
Protoulis Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,12
Psarianos Grigorios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,12
Ragiou-Mentzelopoulou Anastasia (Natasa) Theofani,NEA DIMOKRATIA,Achaia,12
Ragkousis Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),State,12
Rapti Eleni ,NEA DIMOKRATIA,Thessaloniki A,12
Regkouzas Adam Panagioti,NEA DIMOKRATIA,Thessaloniki B,12
Reppas Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,12
Rigas Panagiotis ,PA.SO.K. (Panhellenic Socialist Movement),Cyclades,12
Rontoulis Asterios ,LA.O.S.,Larissa,12
Rousopoulos Theodoros ,NEA DIMOKRATIA,State,12
Rovlias Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Karditsa,12
Sachinidis Filippos ,PA.SO.K. (Panhellenic Socialist Movement),Larissa,12
Sakorafa Sofia ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,12
Salagkoudis Georgios ,NEA DIMOKRATIA,Thessaloniki B,12
Salmas Marios ,NEA DIMOKRATIA,Aitoloαkarnania,12
Samaras Antonios ,NEA DIMOKRATIA,Messinia,12
Sampaziotis Dimitris ,NEA DIMOKRATIA,Messinia,12
Sgouridis Panagiotis Sgouri,PA.SO.K. (Panhellenic Socialist Movement),Xanthi,12
Sidiropoulos Anastasios ,PA.SO.K. (Panhellenic Socialist Movement),Imathia,12
Sifounakis Nikolaos ,PA.SO.K. (Panhellenic Socialist Movement),Lesvos,12
Simitis Kostas Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Piraeus A,12
Sioufas Dimitrios ,NEA DIMOKRATIA,Karditsa,12
Skandalakis Panagiotis Nikolaou,NEA DIMOKRATIA,Lakonia,12
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,12
Skopelitis Stavros ,KOMMOUNISTIKO KOMMA ELLADAS,Lesvos,12
Skoulakis Emmanouil ,PA.SO.K. (Panhellenic Socialist Movement),Chania,12
Skoulas Ioannis Georgiou,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,12
Skrafnaki Maria ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,12
Skyllakos Antonios ,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,12
Soldatos Theodoros ,NEA DIMOKRATIA,Lefkada,12
Souflias Georgios ,NEA DIMOKRATIA,State,12
Sourlas Georgios Ioanni,NEA DIMOKRATIA,Magnesia,12
Spiliopoulos Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Achaia,12
Spiliotopoulos Aristovoulos (Aris) ,NEA DIMOKRATIA,Athens B,12
Staikouras Christos ,NEA DIMOKRATIA,Fthiotida,12
Stamatis Dimitrios ,NEA DIMOKRATIA,Aitoloαkarnania,12
Stathakis Aristotelis (Aris) Panteli,NEA DIMOKRATIA,Athens B,12
Stavrogiannis Nikolaos ,NEA DIMOKRATIA,Fthiotida,12
Stavrou Apostolos Evangelou,NEA DIMOKRATIA,Of Attica (rest),12
